"DU","Season","Years Old","Coefficient","p-values","years"
"475","9","Early Winter","16",NA,NA,16
"476","9","Early Winter","17",NA,NA,17
"477","9","Early Winter","18",NA,NA,18
"478","9","Early Winter","19",NA,NA,19
"479","9","Early Winter","20",NA,NA,20
"480","9","Early Winter","21",NA,NA,21
"481","9","Early Winter","22",NA,NA,22
"482","9","Early Winter","23",-9.22541389728671,0.947188505202877,23
"483","9","Early Winter","24",NA,NA,24
"484","9","Early Winter","25",NA,NA,25
"485","9","Early Winter","26",NA,NA,26
"486","9","Early Winter","27",NA,NA,27
"487","9","Early Winter","28",NA,NA,28
"488","9","Early Winter","29",NA,NA,29
"489","9","Early Winter","30",NA,NA,30
"490","9","Early Winter","31",NA,NA,31
"491","9","Early Winter","32",NA,NA,32
"492","9","Early Winter","33",NA,NA,33
"493","9","Early Winter","34",NA,NA,34
"494","9","Early Winter","35",NA,NA,35
"495","9","Early Winter","36",NA,NA,36
"496","9","Early Winter","37",NA,NA,37
"497","9","Early Winter","38",NA,NA,38
"498","9","Early Winter","39",NA,NA,39
"499","9","Early Winter","40",NA,NA,40
"500","9","Early Winter","41",NA,NA,41
"501","9","Early Winter","42",NA,NA,42
"502","9","Early Winter","43",NA,NA,43
"503","9","Early Winter","44",-10.225590088025,0.949785319370162,44
"504","9","Early Winter","45",NA,NA,45
"505","9","Early Winter","46",-0.796795418699775,0.27031801846718,46
"506","9","Early Winter","47",NA,NA,47
"507","9","Early Winter","48",-11.2259270768626,0.952710432942684,48
"508","9","Early Winter","49",-11.2263441078172,0.93973722633934,49
"509","9","Early Winter","50",-12.2278481461066,0.93852393112685,50
"510","9","Early Winter","51",-10.2255900880339,0.9497853193702,51
"511","9","Late Winter","1",NA,NA,1
"512","9","Late Winter","2",NA,NA,2
"513","9","Late Winter","3",NA,NA,3
"514","9","Late Winter","4",NA,NA,4
"515","9","Late Winter","5",NA,NA,5
"516","9","Late Winter","6",NA,NA,6
"517","9","Late Winter","7",NA,NA,7
"518","9","Late Winter","8",NA,NA,8
"519","9","Late Winter","9",-10.2026121291684,0.933753973335989,9
"520","9","Late Winter","10",-0.121254683421987,0.907275733620396,10
"521","9","Late Winter","11",-11.202901443385,0.935411732255816,11
"522","9","Late Winter","12",NA,NA,12
"523","9","Late Winter","13",NA,NA,13
"524","9","Late Winter","14",-2.0730485876615,0.00000403992298231697,14
"525","9","Late Winter","15",NA,NA,15
"526","9","Late Winter","16",NA,NA,16
"527","9","Late Winter","17",NA,NA,17
"528","9","Late Winter","18",NA,NA,18
"529","9","Late Winter","19",NA,NA,19
"530","9","Late Winter","20",NA,NA,20
"531","9","Late Winter","21",NA,NA,21
"532","9","Late Winter","22",NA,NA,22
"533","9","Late Winter","23",-9.20245976468595,0.935503543409018,23
"534","9","Late Winter","24",NA,NA,24
"535","9","Late Winter","25",NA,NA,25
"536","9","Late Winter","26",NA,NA,26
"537","9","Late Winter","27",NA,NA,27
"538","9","Late Winter","28",NA,NA,28
"539","9","Late Winter","29",NA,NA,29
"540","9","Late Winter","30",NA,NA,30
"541","9","Late Winter","31",NA,NA,31
"542","9","Late Winter","32",NA,NA,32
"543","9","Late Winter","33",NA,NA,33
"544","9","Late Winter","34",NA,NA,34
"545","9","Late Winter","35",NA,NA,35
"546","9","Late Winter","36",NA,NA,36
"547","9","Late Winter","37",NA,NA,37
"548","9","Late Winter","38",NA,NA,38
"549","9","Late Winter","39",NA,NA,39
"550","9","Late Winter","40",NA,NA,40
"551","9","Late Winter","41",-11.2034375895196,0.908753839216401,41
"552","9","Late Winter","42",-8.20239826882055,0.922649668794815,42
"553","9","Late Winter","43",-0.201333121324345,0.84619756253642,43
"554","9","Late Winter","44",NA,NA,44
"555","9","Late Winter","45",NA,NA,45
"556","9","Late Winter","46",NA,NA,46
"557","9","Late Winter","47",-2.07834094047024,0.00344552622453049,47
"558","9","Late Winter","48",-12.2050490349134,0.904689892417141,48
"559","9","Late Winter","49",-11.2037594143026,0.896028570106441,49
"560","9","Late Winter","50",-0.550040820719398,0.231432272779122,50
"561","9","Late Winter","51",-0.747467953550056,0.102272612214051,51
"562","9","Summer","1",NA,NA,1
"563","9","Summer","2",NA,NA,2
"564","9","Summer","3",NA,NA,3
"565","9","Summer","4",NA,NA,4
"566","9","Summer","5",NA,NA,5
"567","9","Summer","6",NA,NA,6
"568","9","Summer","7",-8.6213733151354,0.90052917637962,7
"569","9","Summer","8",-0.763509277115836,0.458639793621324,8
"570","9","Summer","9",-9.62157860910316,0.877237142780786,9
"571","9","Summer","10",NA,NA,10
"572","9","Summer","11",NA,NA,11
"573","9","Summer","12",NA,NA,12
"574","9","Summer","13",NA,NA,13
"575","9","Summer","14",-0.160305248279964,0.306716393973889,14
"576","9","Summer","15",NA,NA,15
"577","9","Summer","16",NA,NA,16
"578","9","Summer","17",NA,NA,17
"579","9","Summer","18",NA,NA,18
"580","9","Summer","19",NA,NA,19
"581","9","Summer","20",NA,NA,20
"582","9","Summer","21",NA,NA,21
"583","9","Summer","22",NA,NA,22
"584","9","Summer","23",-8.62134767199975,0.918712251396393,23
"585","9","Summer","24",NA,NA,24
"586","9","Summer","25",NA,NA,25
"587","9","Summer","26",NA,NA,26
"588","9","Summer","27",-10.6217676410126,0.892723212772102,27
"589","9","Summer","28",NA,NA,28
"590","9","Summer","29",NA,NA,29
"591","9","Summer","30",NA,NA,30
"592","9","Summer","31",NA,NA,31
"593","9","Summer","32",-7.62125195591139,0.916237264208698,32
"594","9","Summer","33",NA,NA,33
"595","9","Summer","34",NA,NA,34
"596","9","Summer","35",NA,NA,35
"597","9","Summer","36",NA,NA,36
"598","9","Summer","37",NA,NA,37
"599","9","Summer","38",NA,NA,38
"600","9","Summer","39",-10.6218189466576,0.886628026745452,39
"601","9","Summer","40",-9.62155296134194,0.883491049522786,40
"602","9","Summer","41",NA,NA,41
"603","9","Summer","42",NA,NA,42
"604","9","Summer","43",NA,NA,43
"605","9","Summer","44",-9.6214503789913,0.91302233227511,44
"606","9","Summer","45",NA,NA,45
"607","9","Summer","46",-2.38954695143664,0.000780913315867628,46
"608","9","Summer","47",NA,NA,47
"609","9","Summer","48",-11.6227207109801,0.873258592821489,48
"610","9","Summer","49",-2.19984057574694,0.0290333631155641,49
"611","9","Summer","50",-1.94803965047669,0.0519644434648563,50
"612","9","Summer","51",-2.4265627440253,0.0157967473789227,51
