"","X.1","X","distance_to_resource_road","distance_to_cut_1to4","distance_to_cut_5to40","distance_to_cut_5to9","distance_to_cut_10to40","HERD_NAME","animal_id","predict_du7","predict_du8","predict_du9","predict_du6"
"81",81,81,18,5,5,5,5,"Tweedsmuir","new",0.202121461,0.6129218941357,0.541814213410577,0.828999380470842
"82",82,82,19,5,5,5,5,"Tweedsmuir","new",0.203520464,0.646183413997509,0.578727431907356,0.852494326962815
"83",83,83,20,5,5,5,5,"Tweedsmuir","new",0.204926663,0.678087908211302,0.614781140878896,0.873254689284367
"84",84,84,21,5,5,5,5,"Tweedsmuir","new",0.206340061,0.708413683155192,0.64961739231846,0.891465176363301
"85",85,85,22,5,5,5,5,"Tweedsmuir","new",0.207760661,0.736990695436582,0.682928091605928,0.907336857754169
"86",86,86,23,5,5,5,5,"Tweedsmuir","new",0.209188463,0.763701210859892,0.714463924327288,0.921092971893162
"87",87,87,24,5,5,5,5,"Tweedsmuir","new",0.210623468,0.788477630570945,0.744038791096028,0.932957841919399
"88",88,88,25,5,5,5,5,"Tweedsmuir","new",0.212065678,0.81129809265618,0.771529958279535,0.943148763609342
"89",89,89,26,5,5,5,5,"Tweedsmuir","new",0.213515092,0.832180546274538,0.796874559063358,0.951870502112811
"90",90,90,27,5,5,5,5,"Tweedsmuir","new",0.214971709,0.851175985574124,0.820063341809904,0.959311933067997
"91",91,91,28,5,5,5,5,"Tweedsmuir","new",0.216435529,0.868361448125668,0.841132654868054,0.96564435056369
"92",92,92,29,5,5,5,5,"Tweedsmuir","new",0.21790655,0.883833257719608,0.860155606086723,0.971021004268728
"93",93,93,30,5,5,5,5,"Tweedsmuir","new",0.21938477,0.897700851903274,0.877233186786091,0.975577493860074
"94",94,94,0,5,5,5,5,"Graham","new",0.154008264,0.108237131564126,0.0737400979385408,0.170101767744327
"95",95,95,1,5,5,5,5,"Graham","new",0.171231589,0.122799562589012,0.0846559194787583,0.196366816949607
"96",96,96,2,5,5,5,5,"Graham","new",0.18994859,0.139015824741802,0.0970183705452863,0.22558501180058
"97",97,97,3,5,5,5,5,"Graham","new",0.210192624,0.156990274035675,0.110967273852423,0.257756288693534
"98",98,98,4,5,5,5,5,"Graham","new",0.231976334,0.176811513240668,0.126640425723614,0.292781012007839
"99",99,99,5,5,5,5,5,"Graham","new",0.255287923,0.198545927894387,0.14416829290264,0.330446181786781
"100",100,100,6,5,5,5,5,"Graham","new",0.280087803,0.222230770820369,0.163667505154725,0.370418923270327
"101",101,101,7,5,5,5,5,"Graham","new",0.306305948,0.247867197429126,0.185233232427199,0.412249846249994
"102",102,102,8,5,5,5,5,"Graham","new",0.333840222,0.275413790162025,0.208930691414843,0.455387786976603
"103",103,103,9,5,5,5,5,"Graham","new",0.362555994,0.30478122030615,0.234786216680362,0.499205755485285
"104",104,104,10,5,5,5,5,"Graham","new",0.392287248,0.335828749471548,0.262778537528372,0.543035927109335
"105",105,105,11,5,5,5,5,"Graham","new",0.422839323,0.368363241890842,0.292831091709099,0.586209735761769
"106",106,106,12,5,5,5,5,"Graham","new",0.453993275,0.40214122114518,0.324806336923534,0.628098061298174
"107",107,107,13,5,5,5,5,"Graham","new",0.485511714,0.436874256736582,0.358503041821044,0.668146483250262
"108",108,108,14,5,5,5,5,"Graham","new",0.517145815,0.472237626789728,0.39365740709539,0.705901604767209
"109",109,109,15,5,5,5,5,"Graham","new",0.548643084,0.507881818102972,0.42994856384718,0.741026214323039
"110",110,110,16,5,5,5,5,"Graham","new",0.579755367,0.543446057914908,0.467008536574005,0.773303038837093
"111",111,111,17,5,5,5,5,"Graham","new",0.610246567,0.57857279260341,0.504436201427723,0.802628549318642
"112",112,112,18,5,5,5,5,"Graham","new",0.639899576,0.6129218941357,0.541814213410577,0.828999380470842
"113",113,113,19,5,5,5,5,"Graham","new",0.668521994,0.646183413997509,0.578727431907356,0.852494326962815
"114",114,114,20,5,5,5,5,"Graham","new",0.695950363,0.678087908211302,0.614781140878896,0.873254689284367
"115",115,115,21,5,5,5,5,"Graham","new",0.722052761,0.708413683155192,0.64961739231846,0.891465176363301
"116",116,116,22,5,5,5,5,"Graham","new",0.746729788,0.736990695436582,0.682928091605928,0.907336857754169
"117",117,117,23,5,5,5,5,"Graham","new",0.769914055,0.763701210859892,0.714463924327288,0.921092971893162
"118",118,118,24,5,5,5,5,"Graham","new",0.791568424,0.788477630570945,0.744038791096028,0.932957841919399
"119",119,119,25,5,5,5,5,"Graham","new",0.811683289,0.81129809265618,0.771529958279535,0.943148763609342
"120",120,120,26,5,5,5,5,"Graham","new",0.830273181,0.832180546274538,0.796874559063358,0.951870502112811
"121",121,121,27,5,5,5,5,"Graham","new",0.847373023,0.851175985574124,0.820063341809904,0.959311933067997
"122",122,122,28,5,5,5,5,"Graham","new",0.86303427,0.868361448125668,0.841132654868054,0.96564435056369
"123",123,123,29,5,5,5,5,"Graham","new",0.877321154,0.883833257719608,0.860155606086723,0.971021004268728
"124",124,124,30,5,5,5,5,"Graham","new",0.890307188,0.897700851903274,0.877233186786091,0.975577493860074
"125",125,125,0,5,5,5,5,"Calendar","new",0.187854543,0.108237131564126,0.0737400979385408,0.185217916302272
"126",126,126,1,5,5,5,5,"Calendar","new",0.19697165,0.122799562589012,0.0846559194787583,0.218811976840127
"127",127,127,2,5,5,5,5,"Calendar","new",0.206418773,0.139015824741802,0.0970183705452863,0.256580414361212
"128",128,128,3,5,5,5,5,"Calendar","new",0.21619701,0.156990274035675,0.110967273852423,0.298377948618047
"129",129,129,4,5,5,5,5,"Calendar","new",0.226306359,0.176811513240668,0.126640425723614,0.343835240207107
"130",130,130,5,5,5,5,5,"Calendar","new",0.236745639,0.198545927894387,0.14416829290264,0.392345234598826
"131",131,131,6,5,5,5,5,"Calendar","new",0.247512418,0.222230770820369,0.163667505154725,0.443077801966656
"132",132,132,7,5,5,5,5,"Calendar","new",0.258602948,0.247867197429126,0.185233232427199,0.495026266060143
"133",133,133,8,5,5,5,5,"Calendar","new",0.270012106,0.275413790162025,0.208930691414843,0.547082341893076
"134",134,134,9,5,5,5,5,"Calendar","new",0.281733342,0.30478122030615,0.234786216680362,0.598128580731878
"135",135,135,10,5,5,5,5,"Calendar","new",0.293758641,0.335828749471548,0.262778537528372,0.647132433625832
"136",136,136,11,5,5,5,5,"Calendar","new",0.306078492,0.368363241890842,0.292831091709099,0.693225569481901
"137",137,137,12,5,5,5,5,"Calendar","new",0.318681878,0.40214122114518,0.324806336923534,0.735756325546207
"138",138,138,13,5,5,5,5,"Calendar","new",0.331556269,0.436874256736582,0.358503041821044,0.774310339329128
"139",139,139,14,5,5,5,5,"Calendar","new",0.34468764,0.472237626789728,0.39365740709539,0.808701749701624
"140",140,140,15,5,5,5,5,"Calendar","new",0.3580605,0.507881818102972,0.42994856384718,0.838942541285922
"141",141,141,16,5,5,5,5,"Calendar","new",0.371657936,0.543446057914908,0.467008536574005,0.865199663405772
"142",142,142,17,5,5,5,5,"Calendar","new",0.385461678,0.57857279260341,0.504436201427723,0.887748858238963
"143",143,143,18,5,5,5,5,"Calendar","new",0.39945218,0.6129218941357,0.541814213410577,0.906931805813213
"144",144,144,19,5,5,5,5,"Calendar","new",0.413608708,0.646183413997509,0.578727431907356,0.923120416676097
"145",145,145,20,5,5,5,5,"Calendar","new",0.427909462,0.678087908211302,0.614781140878896,0.936689693501912
"146",146,146,21,5,5,5,5,"Calendar","new",0.442331689,0.708413683155192,0.64961739231846,0.947998901461044
"147",147,147,22,5,5,5,5,"Calendar","new",0.45685183,0.736990695436582,0.682928091605928,0.957379849726265
"148",148,148,23,5,5,5,5,"Calendar","new",0.471445667,0.763701210859892,0.714463924327288,0.965130730577525
"149",149,149,24,5,5,5,5,"Calendar","new",0.486088478,0.788477630570945,0.744038791096028,0.971513980414936
"150",150,150,25,5,5,5,5,"Calendar","new",0.50075521,0.81129809265618,0.771529958279535,0.976756839310839
"151",151,151,26,5,5,5,5,"Calendar","new",0.515420642,0.832180546274538,0.796874559063358,0.981053567152125
"152",152,152,27,5,5,5,5,"Calendar","new",0.530059564,0.851175985574124,0.820063341809904,0.984568551168513
"153",153,153,28,5,5,5,5,"Calendar","new",0.544646947,0.868361448125668,0.841132654868054,0.987439776393433
"154",154,154,29,5,5,5,5,"Calendar","new",0.559158116,0.883833257719608,0.860155606086723,0.989782316318345
"155",155,155,30,5,5,5,5,"Calendar","new",0.573568912,0.897700851903274,0.877233186786091,0.991691637738778
"156",156,156,0,5,5,5,5,"Parker","new",0.187854543,0.108237131564126,0.0737400979385408,0.195223071363259
"157",157,157,1,5,5,5,5,"Parker","new",0.19697165,0.122799562589012,0.0846559194787583,0.222796231813021
"158",158,158,2,5,5,5,5,"Parker","new",0.206418773,0.139015824741802,0.0970183705452863,0.25303931705412
"159",159,159,3,5,5,5,5,"Parker","new",0.21619701,0.156990274035675,0.110967273852423,0.285877652876044
"160",160,160,4,5,5,5,5,"Parker","new",0.226306359,0.176811513240668,0.126640425723614,0.321145381796085
"161",161,161,5,5,5,5,5,"Parker","new",0.236745639,0.198545927894387,0.14416829290264,0.358579289805072
"162",162,162,6,5,5,5,5,"Parker","new",0.247512418,0.222230770820369,0.163667505154725,0.397819591188066
"163",163,163,7,5,5,5,5,"Parker","new",0.258602948,0.247867197429126,0.185233232427199,0.438418945282195
"164",164,164,8,5,5,5,5,"Parker","new",0.270012106,0.275413790162025,0.208930691414843,0.479859935971808
"165",165,165,9,5,5,5,5,"Parker","new",0.281733342,0.30478122030615,0.234786216680362,0.521579943589052
"166",166,166,10,5,5,5,5,"Parker","new",0.293758641,0.335828749471548,0.262778537528372,0.563001057894677
"167",167,167,11,5,5,5,5,"Parker","new",0.306078492,0.368363241890842,0.292831091709099,0.603561742688296
"168",168,168,12,5,5,5,5,"Parker","new",0.318681878,0.40214122114518,0.324806336923534,0.642746625550179
"169",169,169,13,5,5,5,5,"Parker","new",0.331556269,0.436874256736582,0.358503041821044,0.680111146769143
"170",170,170,14,5,5,5,5,"Parker","new",0.34468764,0.472237626789728,0.39365740709539,0.71529875648046
"171",171,171,15,5,5,5,5,"Parker","new",0.3580605,0.507881818102972,0.42994856384718,0.748049636144612
"172",172,172,16,5,5,5,5,"Parker","new",0.371657936,0.543446057914908,0.467008536574005,0.778201216818861
"173",173,173,17,5,5,5,5,"Parker","new",0.385461678,0.57857279260341,0.504436201427723,0.805681797167952
"174",174,174,18,5,5,5,5,"Parker","new",0.39945218,0.6129218941357,0.541814213410577,0.83049917424161
"175",175,175,19,5,5,5,5,"Parker","new",0.413608708,0.646183413997509,0.578727431907356,0.852726371395541
"176",176,176,20,5,5,5,5,"Parker","new",0.427909462,0.678087908211302,0.614781140878896,0.872486366186643
"177",177,177,21,5,5,5,5,"Parker","new",0.442331689,0.708413683155192,0.64961739231846,0.889937322535185
"178",178,178,22,5,5,5,5,"Parker","new",0.45685183,0.736990695436582,0.682928091605928,0.905259351630682
"179",179,179,23,5,5,5,5,"Parker","new",0.471445667,0.763701210859892,0.714463924327288,0.918643368835273
"180",180,180,24,5,5,5,5,"Parker","new",0.486088478,0.788477630570945,0.744038791096028,0.930282240413056
"181",181,181,25,5,5,5,5,"Parker","new",0.50075521,0.81129809265618,0.771529958279535,0.94036414711642
"182",182,182,26,5,5,5,5,"Parker","new",0.515420642,0.832180546274538,0.796874559063358,0.949067927437577
"183",183,183,27,5,5,5,5,"Parker","new",0.530059564,0.851175985574124,0.820063341809904,0.956560083105365
"184",184,184,28,5,5,5,5,"Parker","new",0.544646947,0.868361448125668,0.841132654868054,0.962993109817082
"185",185,185,29,5,5,5,5,"Parker","new",0.559158116,0.883833257719608,0.860155606086723,0.968504835234989
"186",186,186,30,5,5,5,5,"Parker","new",0.573568912,0.897700851903274,0.877233186786091,0.973218486229882
"187",187,187,0,5,5,5,5,"Prophet","new",0.187854543,0.108237131564126,0.0737400979385408,0.173919691562528
"188",188,188,1,5,5,5,5,"Prophet","new",0.19697165,0.122799562589012,0.0846559194787583,0.19750308891569
"189",189,189,2,5,5,5,5,"Prophet","new",0.206418773,0.139015824741802,0.0970183705452863,0.223419485901618
"190",190,190,3,5,5,5,5,"Prophet","new",0.21619701,0.156990274035675,0.110967273852423,0.251670131086895
"191",191,191,4,5,5,5,5,"Prophet","new",0.226306359,0.176811513240668,0.126640425723614,0.282194904896663
"192",192,192,5,5,5,5,5,"Prophet","new",0.236745639,0.198545927894387,0.14416829290264,0.314864222097756
"193",193,193,6,5,5,5,5,"Prophet","new",0.247512418,0.222230770820369,0.163667505154725,0.349474257554037
"194",194,194,7,5,5,5,5,"Prophet","new",0.258602948,0.247867197429126,0.185233232427199,0.385746710366033
"195",195,195,8,5,5,5,5,"Prophet","new",0.270012106,0.275413790162025,0.208930691414843,0.423333984513779
"196",196,196,9,5,5,5,5,"Prophet","new",0.281733342,0.30478122030615,0.234786216680362,0.46183008941948
"197",197,197,10,5,5,5,5,"Prophet","new",0.293758641,0.335828749471548,0.262778537528372,0.500786820698111
"198",198,198,11,5,5,5,5,"Prophet","new",0.306078492,0.368363241890842,0.292831091709099,0.53973400149289
"199",199,199,12,5,5,5,5,"Prophet","new",0.318681878,0.40214122114518,0.324806336923534,0.578201914456811
"200",200,200,13,5,5,5,5,"Prophet","new",0.331556269,0.436874256736582,0.358503041821044,0.615743687393333
"201",201,201,14,5,5,5,5,"Prophet","new",0.34468764,0.472237626789728,0.39365740709539,0.651955403444801
"202",202,202,15,5,5,5,5,"Prophet","new",0.3580605,0.507881818102972,0.42994856384718,0.686492087516853
"203",203,203,16,5,5,5,5,"Prophet","new",0.371657936,0.543446057914908,0.467008536574005,0.719078379417357
"204",204,204,17,5,5,5,5,"Prophet","new",0.385461678,0.57857279260341,0.504436201427723,0.749513485701079
"205",205,205,18,5,5,5,5,"Prophet","new",0.39945218,0.6129218941357,0.541814213410577,0.777670740756515
"206",206,206,19,5,5,5,5,"Prophet","new",0.413608708,0.646183413997509,0.578727431907356,0.803492673667575
"207",207,207,20,5,5,5,5,"Prophet","new",0.427909462,0.678087908211302,0.614781140878896,0.826982804312352
"208",208,208,21,5,5,5,5,"Prophet","new",0.442331689,0.708413683155192,0.64961739231846,0.84819547881565
"209",209,209,22,5,5,5,5,"Prophet","new",0.45685183,0.736990695436582,0.682928091605928,0.867224948066851
"210",210,210,23,5,5,5,5,"Prophet","new",0.471445667,0.763701210859892,0.714463924327288,0.884194664136731
"211",211,211,24,5,5,5,5,"Prophet","new",0.486088478,0.788477630570945,0.744038791096028,0.899247489063071
"212",212,212,25,5,5,5,5,"Prophet","new",0.50075521,0.81129809265618,0.771529958279535,0.912537235014259
"213",213,213,26,5,5,5,5,"Prophet","new",0.515420642,0.832180546274538,0.796874559063358,0.924221720127917
"214",214,214,27,5,5,5,5,"Prophet","new",0.530059564,0.851175985574124,0.820063341809904,0.934457346670651
"215",215,215,28,5,5,5,5,"Prophet","new",0.544646947,0.868361448125668,0.841132654868054,0.943395089126447
"216",216,216,29,5,5,5,5,"Prophet","new",0.559158116,0.883833257719608,0.860155606086723,0.951177711934559
"217",217,217,30,5,5,5,5,"Prophet","new",0.573568912,0.897700851903274,0.877233186786091,0.957938008375962
"218",218,218,0,5,5,5,5,"Chinchaga","new",0.187854543,0.108237131564126,0.0737400979385408,0.15922996546251
"219",219,219,1,5,5,5,5,"Chinchaga","new",0.19697165,0.122799562589012,0.0846559194787583,0.190554465336394
"220",220,220,2,5,5,5,5,"Chinchaga","new",0.206418773,0.139015824741802,0.0970183705452863,0.226382038214838
"221",221,221,3,5,5,5,5,"Chinchaga","new",0.21619701,0.156990274035675,0.110967273852423,0.266726125169216
"222",222,222,4,5,5,5,5,"Chinchaga","new",0.226306359,0.176811513240668,0.126640425723614,0.311366266646231
"223",223,223,5,5,5,5,5,"Chinchaga","new",0.236745639,0.198545927894387,0.14416829290264,0.359811509224656
"224",224,224,6,5,5,5,5,"Chinchaga","new",0.247512418,0.222230770820369,0.163667505154725,0.411292438559099
"225",225,225,7,5,5,5,5,"Chinchaga","new",0.258602948,0.247867197429126,0.185233232427199,0.464791419098697
"226",226,226,8,5,5,5,5,"Chinchaga","new",0.270012106,0.275413790162025,0.208930691414843,0.519113050694162
"227",227,227,9,5,5,5,5,"Chinchaga","new",0.281733342,0.30478122030615,0.234786216680362,0.572986553251214
"228",228,228,10,5,5,5,5,"Chinchaga","new",0.293758641,0.335828749471548,0.262778537528372,0.62518241810114
"229",229,229,11,5,5,5,5,"Chinchaga","new",0.306078492,0.368363241890842,0.292831091709099,0.674621196099614
"230",230,230,12,5,5,5,5,"Chinchaga","new",0.318681878,0.40214122114518,0.324806336923534,0.720454775324522
"231",231,231,13,5,5,5,5,"Chinchaga","new",0.331556269,0.436874256736582,0.358503041821044,0.762108787320497
"232",232,232,14,5,5,5,5,"Chinchaga","new",0.34468764,0.472237626789728,0.39365740709539,0.799285243266712
"233",233,233,15,5,5,5,5,"Chinchaga","new",0.3580605,0.507881818102972,0.42994856384718,0.831933164318135
"234",234,234,16,5,5,5,5,"Chinchaga","new",0.371657936,0.543446057914908,0.467008536574005,0.860199465523611
"235",235,235,17,5,5,5,5,"Chinchaga","new",0.385461678,0.57857279260341,0.504436201427723,0.88437253894644
"236",236,236,18,5,5,5,5,"Chinchaga","new",0.39945218,0.6129218941357,0.541814213410577,0.90482826692539
"237",237,237,19,5,5,5,5,"Chinchaga","new",0.413608708,0.646183413997509,0.578727431907356,0.921984397391571
"238",238,238,20,5,5,5,5,"Chinchaga","new",0.427909462,0.678087908211302,0.614781140878896,0.936265718364115
"239",239,239,21,5,5,5,5,"Chinchaga","new",0.442331689,0.708413683155192,0.64961739231846,0.948079960095486
"240",240,240,22,5,5,5,5,"Chinchaga","new",0.45685183,0.736990695436582,0.682928091605928,0.957802930635442
"241",241,241,23,5,5,5,5,"Chinchaga","new",0.471445667,0.763701210859892,0.714463924327288,0.965770835996228
"242",242,242,24,5,5,5,5,"Chinchaga","new",0.486088478,0.788477630570945,0.744038791096028,0.972277740395226
"243",243,243,25,5,5,5,5,"Chinchaga","new",0.50075521,0.81129809265618,0.771529958279535,0.977576413554012
"244",244,244,26,5,5,5,5,"Chinchaga","new",0.515420642,0.832180546274538,0.796874559063358,0.981881201981605
