"","X.1","X","distance_to_cut_1to4","distance_to_cut_5to40","distance_to_cut_5to9","distance_to_cut_10to40","distance_to_resource_road","HERD_NAME","animal_id","predict_du7","predict_du9","predict_du6","predict_du8"
"734",734,734,20,5,5,5,5,"Moberly","new",0.227130553,0.147239545897661,0.315544257577839,0.172278708786275
"735",735,735,21,5,5,5,5,"Moberly","new",0.226499454,0.147446208551196,0.314563724715314,0.171881166308557
"736",736,736,22,5,5,5,5,"Moberly","new",0.225869596,0.147653111048102,0.313584842831269,0.171484351128213
"737",737,737,23,5,5,5,5,"Moberly","new",0.225240979,0.147860253525729,0.312607617839014,0.171088262791817
"738",738,738,24,5,5,5,5,"Moberly","new",0.224613604,0.148067636121095,0.311632055597707,0.170692900841957
"739",739,739,25,5,5,5,5,"Moberly","new",0.223987472,0.148275258970886,0.310658161912312,0.170298264817249
"740",740,740,26,5,5,5,5,"Moberly","new",0.223362582,0.148483122211454,0.309685942533566,0.169904354252362
"741",741,741,27,5,5,5,5,"Moberly","new",0.222738935,0.148691225978816,0.308715403157938,0.169511168678033
"742",742,742,28,5,5,5,5,"Moberly","new",0.222116531,0.148899570408652,0.307746549427603,0.169118707621093
"743",743,743,29,5,5,5,5,"Moberly","new",0.221495371,0.149108155636304,0.306779386930413,0.168726970604483
"744",744,744,30,5,5,5,5,"Moberly","new",0.220875455,0.149316981796774,0.305813921199871,0.168335957147277
"745",745,745,0,5,5,5,5,"Quintette","new",0.240012376,0.143156445538088,0.335492036643733,0.219236336821994
"746",746,746,1,5,5,5,5,"Quintette","new",0.239356569,0.143358340666257,0.334479808892497,0.220550328092175
"747",747,747,2,5,5,5,5,"Quintette","new",0.238701991,0.143560472823249,0.333469102575034,0.221869956803866
"748",748,748,3,5,5,5,5,"Quintette","new",0.238048643,0.143762842152764,0.332459924673809,0.223195220350836
"749",749,749,4,5,5,5,5,"Quintette","new",0.237396525,0.143965448798199,0.331452282118679,0.224526115772517
"750",750,750,5,5,5,5,5,"Quintette","new",0.236745639,0.14416829290264,0.330446181786781,0.225862639751275
"751",751,751,6,5,5,5,5,"Quintette","new",0.236095984,0.14437137460887,0.329441630502423,0.227204788609707
"752",752,752,7,5,5,5,5,"Quintette","new",0.235447563,0.14457469405936,0.328438635036981,0.228552558307967
"753",753,753,8,5,5,5,5,"Quintette","new",0.234800375,0.144778251396271,0.327437202108806,0.229905944441119
"754",754,754,9,5,5,5,5,"Quintette","new",0.234154421,0.144982046761454,0.326437338383117,0.231264942236529
"755",755,755,10,5,5,5,5,"Quintette","new",0.233509702,0.145186080296446,0.325439050471918,0.232629546551272
"756",756,756,11,5,5,5,5,"Quintette","new",0.232866219,0.145390352142469,0.324442344933902,0.23399975186959
"757",757,757,12,5,5,5,5,"Quintette","new",0.232223971,0.145594862440432,0.32344722827437,0.235375552300368
"758",758,758,13,5,5,5,5,"Quintette","new",0.23158296,0.145799611330924,0.322453706945148,0.236756941574653
"759",759,759,14,5,5,5,5,"Quintette","new",0.230943186,0.146004598954218,0.321461787344504,0.238143913043203
"760",760,760,15,5,5,5,5,"Quintette","new",0.23030465,0.146209825450267,0.32047147581708,0.239536459674074
"761",761,761,16,5,5,5,5,"Quintette","new",0.229667352,0.146415290958702,0.319482778653814,0.240934574050242
"762",762,762,17,5,5,5,5,"Quintette","new",0.229031293,0.146620995618836,0.318495702091876,0.242338248367267
"763",763,763,18,5,5,5,5,"Quintette","new",0.228396473,0.146826939569653,0.317510252314601,0.243747474430991
"764",764,764,19,5,5,5,5,"Quintette","new",0.227762893,0.147033122949816,0.316526435451427,0.245162243655276
"765",765,765,20,5,5,5,5,"Quintette","new",0.227130553,0.147239545897661,0.315544257577839,0.246582547059786
"766",766,766,21,5,5,5,5,"Quintette","new",0.226499454,0.147446208551196,0.314563724715314,0.248008375267807
"767",767,767,22,5,5,5,5,"Quintette","new",0.225869596,0.147653111048102,0.313584842831269,0.24943971850411
"768",768,768,23,5,5,5,5,"Quintette","new",0.225240979,0.147860253525729,0.312607617839014,0.250876566592858
"769",769,769,24,5,5,5,5,"Quintette","new",0.224613604,0.148067636121095,0.311632055597707,0.252318908955561
"770",770,770,25,5,5,5,5,"Quintette","new",0.223987472,0.148275258970886,0.310658161912312,0.253766734609066
"771",771,771,26,5,5,5,5,"Quintette","new",0.223362582,0.148483122211454,0.309685942533566,0.255220032163605
"772",772,772,27,5,5,5,5,"Quintette","new",0.222738935,0.148691225978816,0.308715403157938,0.256678789820881
"773",773,773,28,5,5,5,5,"Quintette","new",0.222116531,0.148899570408652,0.307746549427603,0.258142995372209
"774",774,774,29,5,5,5,5,"Quintette","new",0.221495371,0.149108155636304,0.306779386930413,0.259612636196699
"775",775,775,30,5,5,5,5,"Quintette","new",0.220875455,0.149316981796774,0.305813921199871,0.261087699259493
"776",776,776,0,5,5,5,5,"Narraway","new",0.240012376,0.143156445538088,0.335492036643733,0.368306936144936
"777",777,777,1,5,5,5,5,"Narraway","new",0.239356569,0.143358340666257,0.334479808892497,0.356784796726117
"778",778,778,2,5,5,5,5,"Narraway","new",0.238701991,0.143560472823249,0.333469102575034,0.345426008239381
"779",779,779,3,5,5,5,5,"Narraway","new",0.238048643,0.143762842152764,0.332459924673809,0.33424092930637
"780",780,780,4,5,5,5,5,"Narraway","new",0.237396525,0.143965448798199,0.331452282118679,0.323239179468702
"781",781,781,5,5,5,5,5,"Narraway","new",0.236745639,0.14416829290264,0.330446181786781,0.31242961780024
"782",782,782,6,5,5,5,5,"Narraway","new",0.236095984,0.14437137460887,0.329441630502423,0.301820327704796
"783",783,783,7,5,5,5,5,"Narraway","new",0.235447563,0.14457469405936,0.328438635036981,0.29141860775818
"784",784,784,8,5,5,5,5,"Narraway","new",0.234800375,0.144778251396271,0.327437202108806,0.281230968382994
"785",785,785,9,5,5,5,5,"Narraway","new",0.234154421,0.144982046761454,0.326437338383117,0.271263134081993
"786",786,786,10,5,5,5,5,"Narraway","new",0.233509702,0.145186080296446,0.325439050471918,0.261520050901952
"787",787,787,11,5,5,5,5,"Narraway","new",0.232866219,0.145390352142469,0.324442344933902,0.252005898755139
"788",788,788,12,5,5,5,5,"Narraway","new",0.232223971,0.145594862440432,0.32344722827437,0.242724108189978
"789",789,789,13,5,5,5,5,"Narraway","new",0.23158296,0.145799611330924,0.322453706945148,0.233677381176132
"790",790,790,14,5,5,5,5,"Narraway","new",0.230943186,0.146004598954218,0.321461787344504,0.224867715451827
"791",791,791,15,5,5,5,5,"Narraway","new",0.23030465,0.146209825450267,0.32047147581708,0.216296431972313
"792",792,792,16,5,5,5,5,"Narraway","new",0.229667352,0.146415290958702,0.319482778653814,0.207964204997215
"793",793,793,17,5,5,5,5,"Narraway","new",0.229031293,0.146620995618836,0.318495702091876,0.199871094360593
"794",794,794,18,5,5,5,5,"Narraway","new",0.228396473,0.146826939569653,0.317510252314601,0.192016579479794
"795",795,795,19,5,5,5,5,"Narraway","new",0.227762893,0.147033122949816,0.316526435451427,0.184399594676936
"796",796,796,20,5,5,5,5,"Narraway","new",0.227130553,0.147239545897661,0.315544257577839,0.177018565409109
"797",797,797,21,5,5,5,5,"Narraway","new",0.226499454,0.147446208551196,0.314563724715314,0.169871445029289
"798",798,798,22,5,5,5,5,"Narraway","new",0.225869596,0.147653111048102,0.313584842831269,0.162955751728628
"799",799,799,23,5,5,5,5,"Narraway","new",0.225240979,0.147860253525729,0.312607617839014,0.156268605341435
"800",800,800,24,5,5,5,5,"Narraway","new",0.224613604,0.148067636121095,0.311632055597707,0.149806763725969
"801",801,801,25,5,5,5,5,"Narraway","new",0.223987472,0.148275258970886,0.310658161912312,0.143566658466557
"802",802,802,26,5,5,5,5,"Narraway","new",0.223362582,0.148483122211454,0.309685942533566,0.137544429674779
"803",803,803,27,5,5,5,5,"Narraway","new",0.222738935,0.148691225978816,0.308715403157938,0.131735959699103
"804",804,804,28,5,5,5,5,"Narraway","new",0.222116531,0.148899570408652,0.307746549427603,0.126136905582956
"805",805,805,29,5,5,5,5,"Narraway","new",0.221495371,0.149108155636304,0.306779386930413,0.120742730140322
"806",806,806,30,5,5,5,5,"Narraway","new",0.220875455,0.149316981796774,0.305813921199871,0.115548731545446
"807",807,807,0,5,5,5,5,"Nakusp","new",0.240012376,0.0867840577371424,0.335492036643733,0.199436530848973
"808",808,808,1,5,5,5,5,"Nakusp","new",0.239356569,0.0900340925182656,0.334479808892497,0.199258170587582
"809",809,809,2,5,5,5,5,"Nakusp","new",0.238701991,0.0933933926440848,0.333469102575034,0.199079930171067
"810",810,810,3,5,5,5,5,"Nakusp","new",0.238048643,0.0968646907294232,0.332459924673809,0.198901809589857
"811",811,811,4,5,5,5,5,"Nakusp","new",0.237396525,0.1004507163907,0.331452282118679,0.198723808834244
"812",812,812,5,5,5,5,5,"Nakusp","new",0.236745639,0.104154189878612,0.330446181786781,0.198545927894387
"813",813,813,6,5,5,5,5,"Nakusp","new",0.236095984,0.107977815257879,0.329441630502423,0.198368166760305
"814",814,814,7,5,5,5,5,"Nakusp","new",0.235447563,0.111924273126988,0.328438635036981,0.198190525421882
"815",815,815,8,5,5,5,5,"Nakusp","new",0.234800375,0.115996212873114,0.327437202108806,0.198013003868868
"816",816,816,9,5,5,5,5,"Nakusp","new",0.234154421,0.12019624446002,0.326437338383117,0.197835602090875
"817",817,817,10,5,5,5,5,"Nakusp","new",0.233509702,0.124526929749599,0.325439050471918,0.197658320077381
"818",818,818,11,5,5,5,5,"Nakusp","new",0.232866219,0.128990773360956,0.324442344933902,0.197481157817727
"819",819,819,12,5,5,5,5,"Nakusp","new",0.232223971,0.133590213074465,0.32344722827437,0.197304115301121
"820",820,820,13,5,5,5,5,"Nakusp","new",0.23158296,0.138327609792076,0.322453706945148,0.197127192516635
"821",821,821,14,5,5,5,5,"Nakusp","new",0.230943186,0.14320523706937,0.321461787344504,0.196950389453206
"822",822,822,15,5,5,5,5,"Nakusp","new",0.23030465,0.148225270239319,0.32047147581708,0.196773706099639
"823",823,823,16,5,5,5,5,"Nakusp","new",0.229667352,0.153389775152535,0.319482778653814,0.196597142444601
"824",824,824,17,5,5,5,5,"Nakusp","new",0.229031293,0.158700696563857,0.318495702091876,0.196420698476627
"825",825,825,18,5,5,5,5,"Nakusp","new",0.228396473,0.164159846200447,0.317510252314601,0.19624437418412
"826",826,826,19,5,5,5,5,"Nakusp","new",0.227762893,0.169768890552152,0.316526435451427,0.196068169555345
"827",827,827,20,5,5,5,5,"Nakusp","new",0.227130553,0.175529338430561,0.315544257577839,0.195892084578438
"828",828,828,21,5,5,5,5,"Nakusp","new",0.226499454,0.181442528349117,0.314563724715314,0.195716119241398
"829",829,829,22,5,5,5,5,"Nakusp","new",0.225869596,0.187509615782508,0.313584842831269,0.195540273532095
"830",830,830,23,5,5,5,5,"Nakusp","new",0.225240979,0.193731560369572,0.312607617839014,0.195364547438262
"831",831,831,24,5,5,5,5,"Nakusp","new",0.224613604,0.200109113129753,0.311632055597707,0.195188940947503
"832",832,832,25,5,5,5,5,"Nakusp","new",0.223987472,0.206642803768964,0.310658161912312,0.195013454047287
"833",833,833,26,5,5,5,5,"Nakusp","new",0.223362582,0.213332928156138,0.309685942533566,0.194838086724953
"834",834,834,27,5,5,5,5,"Nakusp","new",0.222738935,0.220179536056962,0.308715403157938,0.194662838967705
"835",835,835,28,5,5,5,5,"Nakusp","new",0.222116531,0.227182419216034,0.307746549427603,0.194487710762619
"836",836,836,29,5,5,5,5,"Nakusp","new",0.221495371,0.234341099882897,0.306779386930413,0.194312702096637
"837",837,837,30,5,5,5,5,"Nakusp","new",0.220875455,0.241654819880958,0.305813921199871,0.194137812956571
"838",838,838,0,5,5,5,5,"Hart Ranges","new",0.240012376,0.117277774239365,0.335492036643733,0.199436530848973
"839",839,839,1,5,5,5,5,"Hart Ranges","new",0.239356569,0.118036383563027,0.334479808892497,0.199258170587582
"840",840,840,2,5,5,5,5,"Hart Ranges","new",0.238701991,0.118799239533605,0.333469102575034,0.199079930171067
"841",841,841,3,5,5,5,5,"Hart Ranges","new",0.238048643,0.119566357370874,0.332459924673809,0.198901809589857
"842",842,842,4,5,5,5,5,"Hart Ranges","new",0.237396525,0.120337752236291,0.331452282118679,0.198723808834244
"843",843,843,5,5,5,5,5,"Hart Ranges","new",0.236745639,0.121113439231193,0.330446181786781,0.198545927894387
"844",844,844,6,5,5,5,5,"Hart Ranges","new",0.236095984,0.121893433394965,0.329441630502423,0.198368166760305
"845",845,845,7,5,5,5,5,"Hart Ranges","new",0.235447563,0.122677749703205,0.328438635036981,0.198190525421882
"846",846,846,8,5,5,5,5,"Hart Ranges","new",0.234800375,0.123466403065862,0.327437202108806,0.198013003868868
"847",847,847,9,5,5,5,5,"Hart Ranges","new",0.234154421,0.124259408325367,0.326437338383117,0.197835602090875
"848",848,848,10,5,5,5,5,"Hart Ranges","new",0.233509702,0.125056780254741,0.325439050471918,0.197658320077381
"849",849,849,11,5,5,5,5,"Hart Ranges","new",0.232866219,0.125858533555692,0.324442344933902,0.197481157817727
"850",850,850,12,5,5,5,5,"Hart Ranges","new",0.232223971,0.126664682856692,0.32344722827437,0.197304115301121
"851",851,851,13,5,5,5,5,"Hart Ranges","new",0.23158296,0.127475242711046,0.322453706945148,0.197127192516635
"852",852,852,14,5,5,5,5,"Hart Ranges","new",0.230943186,0.128290227594934,0.321461787344504,0.196950389453206
"853",853,853,15,5,5,5,5,"Hart Ranges","new",0.23030465,0.129109651905447,0.32047147581708,0.196773706099639
"854",854,854,16,5,5,5,5,"Hart Ranges","new",0.229667352,0.129933529958605,0.319482778653814,0.196597142444601
"855",855,855,17,5,5,5,5,"Hart Ranges","new",0.229031293,0.130761875987355,0.318495702091876,0.196420698476627
"856",856,856,18,5,5,5,5,"Hart Ranges","new",0.228396473,0.131594704139563,0.317510252314601,0.19624437418412
"857",857,857,19,5,5,5,5,"Hart Ranges","new",0.227762893,0.132432028475982,0.316526435451427,0.196068169555345
"858",858,858,20,5,5,5,5,"Hart Ranges","new",0.227130553,0.13327386296821,0.315544257577839,0.195892084578438
"859",859,859,21,5,5,5,5,"Hart Ranges","new",0.226499454,0.134120221496632,0.314563724715314,0.195716119241398
"860",860,860,22,5,5,5,5,"Hart Ranges","new",0.225869596,0.134971117848349,0.313584842831269,0.195540273532095
"861",861,861,23,5,5,5,5,"Hart Ranges","new",0.225240979,0.135826565715087,0.312607617839014,0.195364547438262
"862",862,862,24,5,5,5,5,"Hart Ranges","new",0.224613604,0.136686578691098,0.311632055597707,0.195188940947503
"863",863,863,25,5,5,5,5,"Hart Ranges","new",0.223987472,0.137551170271045,0.310658161912312,0.195013454047287
"864",864,864,26,5,5,5,5,"Hart Ranges","new",0.223362582,0.13842035384787,0.309685942533566,0.194838086724953
"865",865,865,27,5,5,5,5,"Hart Ranges","new",0.222738935,0.13929414271065,0.308715403157938,0.194662838967705
"866",866,866,28,5,5,5,5,"Hart Ranges","new",0.222116531,0.140172550042442,0.307746549427603,0.194487710762619
"867",867,867,29,5,5,5,5,"Hart Ranges","new",0.221495371,0.141055588918109,0.306779386930413,0.194312702096637
"868",868,868,30,5,5,5,5,"Hart Ranges","new",0.220875455,0.141943272302137,0.305813921199871,0.194137812956571
"869",869,869,0,5,5,5,5,"South Selkirks","new",0.240012376,0.271140512805652,0.335492036643733,0.199436530848973
"870",870,870,1,5,5,5,5,"South Selkirks","new",0.239356569,0.262744793418676,0.334479808892497,0.199258170587582
"871",871,871,2,5,5,5,5,"South Selkirks","new",0.238701991,0.254518261610847,0.333469102575034,0.199079930171067
"872",872,872,3,5,5,5,5,"South Selkirks","new",0.238048643,0.24646319622271,0.332459924673809,0.198901809589857
"873",873,873,4,5,5,5,5,"South Selkirks","new",0.237396525,0.238581473193079,0.331452282118679,0.198723808834244
"874",874,874,5,5,5,5,5,"South Selkirks","new",0.236745639,0.230874576520679,0.330446181786781,0.198545927894387
"875",875,875,6,5,5,5,5,"South Selkirks","new",0.236095984,0.223343610561657,0.329441630502423,0.198368166760305
"876",876,876,7,5,5,5,5,"South Selkirks","new",0.235447563,0.215989313501068,0.328438635036981,0.198190525421882
"877",877,877,8,5,5,5,5,"South Selkirks","new",0.234800375,0.208812071837115,0.327437202108806,0.198013003868868
"878",878,878,9,5,5,5,5,"South Selkirks","new",0.234154421,0.201811935719429,0.326437338383117,0.197835602090875
"879",879,879,10,5,5,5,5,"South Selkirks","new",0.233509702,0.194988634986633,0.325439050471918,0.197658320077381
"880",880,880,11,5,5,5,5,"South Selkirks","new",0.232866219,0.18834159575392,0.324442344933902,0.197481157817727
"881",881,881,12,5,5,5,5,"South Selkirks","new",0.232223971,0.181869957407891,0.32344722827437,0.197304115301121
"882",882,882,13,5,5,5,5,"South Selkirks","new",0.23158296,0.175572589873549,0.322453706945148,0.197127192516635
"883",883,883,14,5,5,5,5,"South Selkirks","new",0.230943186,0.169448111026626,0.321461787344504,0.196950389453206
"884",884,884,15,5,5,5,5,"South Selkirks","new",0.23030465,0.16349490413344,0.32047147581708,0.196773706099639
"885",885,885,16,5,5,5,5,"South Selkirks","new",0.229667352,0.157711135209819,0.319482778653814,0.196597142444601
"886",886,886,17,5,5,5,5,"South Selkirks","new",0.229031293,0.152094770200296,0.318495702091876,0.196420698476627
"887",887,887,18,5,5,5,5,"South Selkirks","new",0.228396473,0.146643591888498,0.317510252314601,0.19624437418412
"888",888,888,19,5,5,5,5,"South Selkirks","new",0.227762893,0.141355216459422,0.316526435451427,0.196068169555345
"889",889,889,20,5,5,5,5,"South Selkirks","new",0.227130553,0.136227109643822,0.315544257577839,0.195892084578438
"890",890,890,21,5,5,5,5,"South Selkirks","new",0.226499454,0.131256602384298,0.314563724715314,0.195716119241398
"891",891,891,22,5,5,5,5,"South Selkirks","new",0.225869596,0.126440905971681,0.313584842831269,0.195540273532095
"892",892,892,23,5,5,5,5,"South Selkirks","new",0.225240979,0.121777126608877,0.312607617839014,0.195364547438262
"893",893,893,24,5,5,5,5,"South Selkirks","new",0.224613604,0.117262279367499,0.311632055597707,0.195188940947503
"894",894,894,25,5,5,5,5,"South Selkirks","new",0.223987472,0.112893301510224,0.310658161912312,0.195013454047287
"895",895,895,26,5,5,5,5,"South Selkirks","new",0.223362582,0.108667065158914,0.309685942533566,0.194838086724953
"896",896,896,27,5,5,5,5,"South Selkirks","new",0.222738935,0.104580389295065,0.308715403157938,0.194662838967705
"897",897,897,28,5,5,5,5,"South Selkirks","new",0.222116531,0.100630051085129,0.307746549427603,0.194487710762619
"898",898,898,29,5,5,5,5,"South Selkirks","new",0.221495371,0.0968127965286505,0.306779386930413,0.194312702096637
"899",899,899,30,5,5,5,5,"South Selkirks","new",0.220875455,0.0931253504319949,0.305813921199871,0.194137812956571
