distance_to_cut_5to40,distance_to_cut_1to4,distance_to_resource_road,HERD_NAME,animal_id,predict_du7
17,5,5,Burnt Pine,new,0.254436834
18,5,5,Burnt Pine,new,0.25594975
19,5,5,Burnt Pine,new,0.257468556
20,5,5,Burnt Pine,new,0.258993237
21,5,5,Burnt Pine,new,0.260523779
22,5,5,Burnt Pine,new,0.262060167
23,5,5,Burnt Pine,new,0.263602386
24,5,5,Burnt Pine,new,0.265150419
25,5,5,Burnt Pine,new,0.266704251
26,5,5,Burnt Pine,new,0.268263865
27,5,5,Burnt Pine,new,0.269829243
28,5,5,Burnt Pine,new,0.271400367
29,5,5,Burnt Pine,new,0.27297722
30,5,5,Burnt Pine,new,0.274559781
0,5,5,Scott,new,0.229629556
1,5,5,Scott,new,0.231040675
2,5,5,Scott,new,0.232457849
3,5,5,Scott,new,0.233881073
4,5,5,Scott,new,0.235310338
5,5,5,Scott,new,0.236745639
6,5,5,Scott,new,0.238186967
7,5,5,Scott,new,0.239634316
8,5,5,Scott,new,0.241087676
9,5,5,Scott,new,0.242547038
10,5,5,Scott,new,0.244012395
11,5,5,Scott,new,0.245483735
12,5,5,Scott,new,0.246961049
13,5,5,Scott,new,0.248444326
14,5,5,Scott,new,0.249933554
15,5,5,Scott,new,0.251428724
16,5,5,Scott,new,0.252929821
17,5,5,Scott,new,0.254436834
18,5,5,Scott,new,0.25594975
19,5,5,Scott,new,0.257468556
20,5,5,Scott,new,0.258993237
21,5,5,Scott,new,0.260523779
22,5,5,Scott,new,0.262060167
23,5,5,Scott,new,0.263602386
24,5,5,Scott,new,0.265150419
25,5,5,Scott,new,0.266704251
26,5,5,Scott,new,0.268263865
27,5,5,Scott,new,0.269829243
28,5,5,Scott,new,0.271400367
29,5,5,Scott,new,0.27297722
30,5,5,Scott,new,0.274559781
0,5,5,Moberly,new,0.229629556
1,5,5,Moberly,new,0.231040675
2,5,5,Moberly,new,0.232457849
3,5,5,Moberly,new,0.233881073
4,5,5,Moberly,new,0.235310338
5,5,5,Moberly,new,0.236745639
6,5,5,Moberly,new,0.238186967
7,5,5,Moberly,new,0.239634316
8,5,5,Moberly,new,0.241087676
9,5,5,Moberly,new,0.242547038
10,5,5,Moberly,new,0.244012395
11,5,5,Moberly,new,0.245483735
12,5,5,Moberly,new,0.246961049
13,5,5,Moberly,new,0.248444326
14,5,5,Moberly,new,0.249933554
15,5,5,Moberly,new,0.251428724
16,5,5,Moberly,new,0.252929821
17,5,5,Moberly,new,0.254436834
18,5,5,Moberly,new,0.25594975
19,5,5,Moberly,new,0.257468556
20,5,5,Moberly,new,0.258993237
21,5,5,Moberly,new,0.260523779
22,5,5,Moberly,new,0.262060167
23,5,5,Moberly,new,0.263602386
24,5,5,Moberly,new,0.265150419
25,5,5,Moberly,new,0.266704251
26,5,5,Moberly,new,0.268263865
27,5,5,Moberly,new,0.269829243
28,5,5,Moberly,new,0.271400367
29,5,5,Moberly,new,0.27297722
30,5,5,Moberly,new,0.274559781
0,5,5,Quintette,new,0.229629556
1,5,5,Quintette,new,0.231040675
2,5,5,Quintette,new,0.232457849
3,5,5,Quintette,new,0.233881073
4,5,5,Quintette,new,0.235310338
5,5,5,Quintette,new,0.236745639
6,5,5,Quintette,new,0.238186967
7,5,5,Quintette,new,0.239634316
8,5,5,Quintette,new,0.241087676
9,5,5,Quintette,new,0.242547038
10,5,5,Quintette,new,0.244012395
11,5,5,Quintette,new,0.245483735
12,5,5,Quintette,new,0.246961049
13,5,5,Quintette,new,0.248444326
14,5,5,Quintette,new,0.249933554
15,5,5,Quintette,new,0.251428724
16,5,5,Quintette,new,0.252929821
17,5,5,Quintette,new,0.254436834
18,5,5,Quintette,new,0.25594975
19,5,5,Quintette,new,0.257468556
20,5,5,Quintette,new,0.258993237
21,5,5,Quintette,new,0.260523779
22,5,5,Quintette,new,0.262060167
23,5,5,Quintette,new,0.263602386
24,5,5,Quintette,new,0.265150419
25,5,5,Quintette,new,0.266704251
26,5,5,Quintette,new,0.268263865
27,5,5,Quintette,new,0.269829243
28,5,5,Quintette,new,0.271400367
29,5,5,Quintette,new,0.27297722
30,5,5,Quintette,new,0.274559781
0,5,5,Narraway,new,0.229629556
1,5,5,Narraway,new,0.231040675
2,5,5,Narraway,new,0.232457849
3,5,5,Narraway,new,0.233881073
4,5,5,Narraway,new,0.235310338
5,5,5,Narraway,new,0.236745639
6,5,5,Narraway,new,0.238186967
7,5,5,Narraway,new,0.239634316
8,5,5,Narraway,new,0.241087676
9,5,5,Narraway,new,0.242547038
10,5,5,Narraway,new,0.244012395
11,5,5,Narraway,new,0.245483735
12,5,5,Narraway,new,0.246961049
13,5,5,Narraway,new,0.248444326
14,5,5,Narraway,new,0.249933554
15,5,5,Narraway,new,0.251428724
16,5,5,Narraway,new,0.252929821
17,5,5,Narraway,new,0.254436834
18,5,5,Narraway,new,0.25594975
19,5,5,Narraway,new,0.257468556
20,5,5,Narraway,new,0.258993237
21,5,5,Narraway,new,0.260523779
22,5,5,Narraway,new,0.262060167
23,5,5,Narraway,new,0.263602386
24,5,5,Narraway,new,0.265150419
25,5,5,Narraway,new,0.266704251
26,5,5,Narraway,new,0.268263865
27,5,5,Narraway,new,0.269829243
28,5,5,Narraway,new,0.271400367
29,5,5,Narraway,new,0.27297722
30,5,5,Narraway,new,0.274559781
0,5,5,Nakusp,new,0.229629556
1,5,5,Nakusp,new,0.231040675
2,5,5,Nakusp,new,0.232457849
3,5,5,Nakusp,new,0.233881073
4,5,5,Nakusp,new,0.235310338
5,5,5,Nakusp,new,0.236745639
6,5,5,Nakusp,new,0.238186967
7,5,5,Nakusp,new,0.239634316
8,5,5,Nakusp,new,0.241087676
9,5,5,Nakusp,new,0.242547038
10,5,5,Nakusp,new,0.244012395
11,5,5,Nakusp,new,0.245483735
12,5,5,Nakusp,new,0.246961049
13,5,5,Nakusp,new,0.248444326
14,5,5,Nakusp,new,0.249933554
15,5,5,Nakusp,new,0.251428724
16,5,5,Nakusp,new,0.252929821
17,5,5,Nakusp,new,0.254436834
18,5,5,Nakusp,new,0.25594975
19,5,5,Nakusp,new,0.257468556
20,5,5,Nakusp,new,0.258993237
21,5,5,Nakusp,new,0.260523779
22,5,5,Nakusp,new,0.262060167
23,5,5,Nakusp,new,0.263602386
24,5,5,Nakusp,new,0.265150419
25,5,5,Nakusp,new,0.266704251
26,5,5,Nakusp,new,0.268263865
27,5,5,Nakusp,new,0.269829243
28,5,5,Nakusp,new,0.271400367
29,5,5,Nakusp,new,0.27297722
30,5,5,Nakusp,new,0.274559781
0,5,5,Hart Ranges,new,0.229629556
1,5,5,Hart Ranges,new,0.231040675
2,5,5,Hart Ranges,new,0.232457849
3,5,5,Hart Ranges,new,0.233881073
4,5,5,Hart Ranges,new,0.235310338
5,5,5,Hart Ranges,new,0.236745639
6,5,5,Hart Ranges,new,0.238186967
7,5,5,Hart Ranges,new,0.239634316
8,5,5,Hart Ranges,new,0.241087676
9,5,5,Hart Ranges,new,0.242547038
10,5,5,Hart Ranges,new,0.244012395
11,5,5,Hart Ranges,new,0.245483735
12,5,5,Hart Ranges,new,0.246961049
13,5,5,Hart Ranges,new,0.248444326
14,5,5,Hart Ranges,new,0.249933554
15,5,5,Hart Ranges,new,0.251428724
16,5,5,Hart Ranges,new,0.252929821
17,5,5,Hart Ranges,new,0.254436834
18,5,5,Hart Ranges,new,0.25594975
19,5,5,Hart Ranges,new,0.257468556
20,5,5,Hart Ranges,new,0.258993237
21,5,5,Hart Ranges,new,0.260523779
22,5,5,Hart Ranges,new,0.262060167
23,5,5,Hart Ranges,new,0.263602386
24,5,5,Hart Ranges,new,0.265150419
25,5,5,Hart Ranges,new,0.266704251
26,5,5,Hart Ranges,new,0.268263865
27,5,5,Hart Ranges,new,0.269829243
28,5,5,Hart Ranges,new,0.271400367
29,5,5,Hart Ranges,new,0.27297722
30,5,5,Hart Ranges,new,0.274559781
0,5,5,South Selkirks,new,0.229629556
1,5,5,South Selkirks,new,0.231040675
2,5,5,South Selkirks,new,0.232457849
3,5,5,South Selkirks,new,0.233881073
4,5,5,South Selkirks,new,0.235310338
5,5,5,South Selkirks,new,0.236745639
6,5,5,South Selkirks,new,0.238186967
7,5,5,South Selkirks,new,0.239634316
8,5,5,South Selkirks,new,0.241087676
9,5,5,South Selkirks,new,0.242547038
10,5,5,South Selkirks,new,0.244012395
11,5,5,South Selkirks,new,0.245483735
12,5,5,South Selkirks,new,0.246961049
13,5,5,South Selkirks,new,0.248444326
14,5,5,South Selkirks,new,0.249933554
15,5,5,South Selkirks,new,0.251428724
16,5,5,South Selkirks,new,0.252929821
17,5,5,South Selkirks,new,0.254436834
18,5,5,South Selkirks,new,0.25594975
19,5,5,South Selkirks,new,0.257468556
20,5,5,South Selkirks,new,0.258993237
21,5,5,South Selkirks,new,0.260523779
22,5,5,South Selkirks,new,0.262060167
23,5,5,South Selkirks,new,0.263602386
24,5,5,South Selkirks,new,0.265150419
25,5,5,South Selkirks,new,0.266704251
26,5,5,South Selkirks,new,0.268263865
27,5,5,South Selkirks,new,0.269829243
28,5,5,South Selkirks,new,0.271400367
29,5,5,South Selkirks,new,0.27297722
30,5,5,South Selkirks,new,0.274559781
